"No.","Time","Source","Destination","Protocol","Length","Info"
"63","11.837061523","172.21.0.134","104.26.10.104","TCP","66","44548  >  443 [ACK] Seq=1350 Ack=7705 Win=62336 Len=0 TSval=1864125016 TSecr=81924707"
"64","11.837140086","172.21.0.134","104.26.10.104","TCP","66","44548  >  443 [ACK] Seq=1350 Ack=21431 Win=48640 Len=0 TSval=1864125016 TSecr=81924707"
"65","11.837190045","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"66","11.838502738","104.26.10.104","172.21.0.134","TLSv1.3","1434","Application Data"
"67","11.838556076","172.21.0.134","104.26.10.104","TCP","66","44548  >  443 [ACK] Seq=1350 Ack=24167 Win=63104 Len=0 TSval=1864125017 TSecr=81924707"
"68","11.839148783","104.26.10.104","172.21.0.134","TLSv1.3","7251","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"69","11.839149203","104.26.10.104","172.21.0.134","TLSv1.3","9642","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"70","11.839302712","172.21.0.134","104.26.10.104","TCP","66","44548  >  443 [ACK] Seq=1350 Ack=40928 Win=46464 Len=0 TSval=1864125018 TSecr=81924707"
"71","11.840027758","104.26.10.104","172.21.0.134","TLSv1.3","1434","[TCP Previous segment not captured] , Continuation Data"
"72","11.840074434","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=40928 Win=48256 Len=0 TSval=1864125019 TSecr=81924707 SLE=50504 SRE=51872"
"73","11.840390380","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"74","11.840427197","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=40928 Win=61056 Len=0 TSval=1864125019 TSecr=81924707 SLE=50504 SRE=53240"
"75","11.870711530","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"76","11.870796962","172.21.0.134","104.26.10.104","TCP","78","[TCP Dup ACK 70#1] 44548  >  443 [ACK] Seq=1350 Ack=40928 Win=61056 Len=0 TSval=1864125050 TSecr=81924707 SLE=50504 SRE=54608"
"77","11.871401678","104.26.10.104","172.21.0.134","TLSv1.3","5538","Continuation Data"
"78","11.871402001","104.26.10.104","172.21.0.134","TLSv1.3","6906","[TCP Previous segment not captured] , Continuation Data"
"79","11.871461359","104.26.10.104","172.21.0.134","TLSv1.3","1434","[TCP Previous segment not captured] , Continuation Data"
"80","11.871483947","172.21.0.134","104.26.10.104","TCP","86","[TCP Dup ACK 70#2] 44548  >  443 [ACK] Seq=1350 Ack=40928 Win=61056 Len=0 TSval=1864125050 TSecr=81924707 SLE=62816 SRE=69656 SLE=50504 SRE=60080"
"81","11.871692943","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"82","11.872198362","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"83","11.872845040","172.21.0.134","104.26.10.104","TCP","94","[TCP Dup ACK 70#3] 44548  >  443 [ACK] Seq=1350 Ack=40928 Win=61056 Len=0 TSval=1864125051 TSecr=81924707 SLE=69926 SRE=74030 SLE=62816 SRE=69656 SLE=50504 SRE=60080"
"84","11.901245597","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=40928 Ack=1350 Win=24576 Len=1368 TSval=81924742 TSecr=1864125019"
"85","11.901331836","172.21.0.134","104.26.10.104","TCP","94","44548  >  443 [ACK] Seq=1350 Ack=42296 Win=59776 Len=0 TSval=1864125080 TSecr=81924742 SLE=69926 SRE=74030 SLE=62816 SRE=69656 SLE=50504 SRE=60080"
"86","11.902784797","104.26.10.104","172.21.0.134","TCP","8274","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=42296 Ack=1350 Win=24576 Len=8208 TSval=81924742 TSecr=1864125019"
"87","11.902840551","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=60080 Win=80512 Len=0 TSval=1864125082 TSecr=81924742 SLE=69926 SRE=74030 SLE=62816 SRE=69656"
"88","11.902785193","104.26.10.104","172.21.0.134","TLSv1.3","5538","[TCP Previous segment not captured] , Continuation Data"
"89","11.902916968","172.21.0.134","104.26.10.104","TCP","94","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=91520 Len=0 TSval=1864125082 TSecr=81924742 SLE=89184 SRE=94656 SLE=69926 SRE=74030 SLE=62816 SRE=69656"
"90","11.903076044","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"91","11.903100303","172.21.0.134","104.26.10.104","TCP","94","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=94208 Len=0 TSval=1864125082 TSecr=81924742 SLE=89184 SRE=96024 SLE=69926 SRE=74030 SLE=62816 SRE=69656"
"92","11.904190202","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"93","11.904250482","172.21.0.134","104.26.10.104","TCP","94","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=97024 Len=0 TSval=1864125083 TSecr=81924742 SLE=89184 SRE=97392 SLE=69926 SRE=74030 SLE=62816 SRE=69656"
"94","11.924722878","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=74030 Ack=1350 Win=24576 Len=1368 TSval=81924795 TSecr=1864125080"
"95","11.925976811","172.21.0.134","104.26.10.104","TCP","94","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=99712 Len=0 TSval=1864125104 TSecr=81924742 SLE=69926 SRE=75398 SLE=89184 SRE=97392 SLE=62816 SRE=69656"
"96","11.931681047","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=75398 Ack=1350 Win=24576 Len=1368 TSval=81924795 TSecr=1864125080"
"97","11.932366939","104.26.10.104","172.21.0.134","TCP","10571","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=76766 Ack=1350 Win=24576 Len=10505 TSval=81924795 TSecr=1864125080"
"98","11.932430961","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=87271 Ack=1350 Win=24576 Len=1368 TSval=81924795 TSecr=1864125080"
"99","11.932431148","104.26.10.104","172.21.0.134","TCP","611","[TCP Retransmission] 443  >  44548 [ACK] Seq=88639 Ack=1350 Win=24576 Len=545 TSval=81924796 TSecr=1864125082"
"100","11.932575862","104.26.10.104","172.21.0.134","TLSv1.3","1434","[TCP Previous segment not captured] , Continuation Data"
"101","11.932609093","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=128896 Len=0 TSval=1864125111 TSecr=81924742 SLE=69926 SRE=97392 SLE=62816 SRE=69656"
"102","11.933613640","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"103","11.934777534","172.21.0.134","104.26.10.104","TCP","94","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=60080 Win=134400 Len=0 TSval=1864125112 TSecr=81924742 SLE=101984 SRE=104720 SLE=69926 SRE=97392 SLE=62816 SRE=69656"
"104","11.949421488","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=60080 Ack=1350 Win=24576 Len=1368 TSval=81924819 TSecr=1864125104"
"105","11.949508221","172.21.0.134","104.26.10.104","TCP","94","44548  >  443 [ACK] Seq=1350 Ack=61448 Win=137088 Len=0 TSval=1864125128 TSecr=81924819 SLE=101984 SRE=104720 SLE=69926 SRE=97392 SLE=62816 SRE=69656"
"106","11.963105636","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=61448 Ack=1350 Win=24576 Len=1368 TSval=81924819 TSecr=1864125104"
"107","11.963189870","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=69656 Win=139904 Len=0 TSval=1864125142 TSecr=81924819 SLE=101984 SRE=104720 SLE=69926 SRE=97392"
"108","11.963727811","104.26.10.104","172.21.0.134","TCP","336","[TCP Retransmission] 443  >  44548 [ACK] Seq=69656 Ack=1350 Win=24576 Len=270 TSval=81924825 TSecr=1864125111"
"109","11.963777382","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=97392 Win=142592 Len=0 TSval=1864125143 TSecr=81924825 SLE=101984 SRE=104720"
"110","11.963728140","104.26.10.104","172.21.0.134","TLSv1.3","12378","[TCP Previous segment not captured] , Continuation Data"
"111","11.963823049","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=167296 Len=0 TSval=1864125143 TSecr=81924825 SLE=117032 SRE=129344 SLE=101984 SRE=104720"
"112","11.964045108","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"113","11.964090937","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=169984 Len=0 TSval=1864125143 TSecr=81924825 SLE=117032 SRE=130712 SLE=101984 SRE=104720"
"114","11.964884866","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"115","11.964944679","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=172672 Len=0 TSval=1864125144 TSecr=81924825 SLE=117032 SRE=132080 SLE=101984 SRE=104720"
"116","11.971305447","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=104720 Ack=1350 Win=24576 Len=1368 TSval=81924842 TSecr=1864125128"
"117","11.972511529","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=175488 Len=0 TSval=1864125150 TSecr=81924825 SLE=101984 SRE=106088 SLE=117032 SRE=132080"
"118","11.973275866","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [PSH, ACK] Seq=106088 Ack=1350 Win=24576 Len=1368 TSval=81924842 TSecr=1864125128"
"119","11.974445925","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=178176 Len=0 TSval=1864125152 TSecr=81924825 SLE=101984 SRE=107456 SLE=117032 SRE=132080"
"120","11.995007120","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=107456 Ack=1350 Win=24576 Len=1368 TSval=81924856 TSecr=1864125142"
"121","11.995644089","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=108824 Ack=1350 Win=24576 Len=1368 TSval=81924856 TSecr=1864125142"
"122","11.995644560","104.26.10.104","172.21.0.134","TCP","2802","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=110192 Ack=1350 Win=24576 Len=2736 TSval=81924857 TSecr=1864125143"
"123","11.995644651","104.26.10.104","172.21.0.134","TCP","4170","[TCP Retransmission] 443  >  44548 [ACK] Seq=112928 Ack=1350 Win=24576 Len=4104 TSval=81924857 TSecr=1864125143"
"124","11.995644743","104.26.10.104","172.21.0.134","TLSv1.3","5538","[TCP Previous segment not captured] , Continuation Data"
"125","11.995919320","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"126","11.996206756","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=211072 Len=0 TSval=1864125175 TSecr=81924825 SLE=145760 SRE=152600 SLE=101984 SRE=132080"
"127","11.996259755","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"128","11.997399114","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=97392 Win=213760 Len=0 TSval=1864125175 TSecr=81924825 SLE=145760 SRE=153968 SLE=101984 SRE=132080"
"129","12.025778630","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=97392 Ack=1350 Win=24576 Len=1368 TSval=81924866 TSecr=1864125150"
"130","12.025865910","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=98760 Win=216448 Len=0 TSval=1864125205 TSecr=81924866 SLE=145760 SRE=153968 SLE=101984 SRE=132080"
"131","12.026376170","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=98760 Ack=1350 Win=24576 Len=1368 TSval=81924866 TSecr=1864125150"
"132","12.026450063","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=100128 Win=219264 Len=0 TSval=1864125205 TSecr=81924866 SLE=145760 SRE=153968 SLE=101984 SRE=132080"
"133","12.026376585","104.26.10.104","172.21.0.134","TCP","1922","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=100128 Ack=1350 Win=24576 Len=1856 TSval=81924867 TSecr=1864125152"
"134","12.026513064","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=132080 Win=222976 Len=0 TSval=1864125205 TSecr=81924867 SLE=145760 SRE=153968"
"135","12.026376680","104.26.10.104","172.21.0.134","TCP","8274","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=132080 Ack=1350 Win=24576 Len=8208 TSval=81924889 TSecr=1864125175"
"136","12.026587854","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=140288 Win=239360 Len=0 TSval=1864125205 TSecr=81924889 SLE=145760 SRE=153968"
"137","12.026588829","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=140288 Ack=1350 Win=24576 Len=1368 TSval=81924889 TSecr=1864125175"
"138","12.026630218","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=141656 Win=242048 Len=0 TSval=1864125205 TSecr=81924889 SLE=145760 SRE=153968"
"139","12.027955232","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=141656 Ack=1350 Win=24576 Len=1368 TSval=81924889 TSecr=1864125175"
"140","12.028015745","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=143024 Win=244864 Len=0 TSval=1864125207 TSecr=81924889 SLE=145760 SRE=153968"
"141","12.028286338","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=143024 Ack=1350 Win=24576 Len=1368 TSval=81924889 TSecr=1864125175"
"142","12.028326617","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=144392 Win=247552 Len=0 TSval=1864125207 TSecr=81924889 SLE=145760 SRE=153968"
"143","12.048746443","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"144","12.048869308","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=144392 Win=250240 Len=0 TSval=1864125228 TSecr=81924889 SLE=145760 SRE=155336"
"145","12.049066402","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"146","12.049109643","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=144392 Win=253056 Len=0 TSval=1864125228 TSecr=81924889 SLE=145760 SRE=156704"
"147","12.057370657","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"148","12.058027237","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"149","12.058027565","104.26.10.104","172.21.0.134","TLSv1.3","2802","Continuation Data"
"150","12.058027757","104.26.10.104","172.21.0.134","TLSv1.3","2802","Continuation Data"
"151","12.058027927","104.26.10.104","172.21.0.134","TLSv1.3","4170","Continuation Data"
"152","12.058118606","104.26.10.104","172.21.0.134","TLSv1.3","2802","Continuation Data"
"153","12.058271391","104.26.10.104","172.21.0.134","TLSv1.3","1434","[TCP Previous segment not captured] , Continuation Data"
"154","12.058568426","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=144392 Win=285824 Len=0 TSval=1864125237 TSecr=81924889 SLE=193640 SRE=195008 SLE=145760 SRE=171752"
"155","12.058979045","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=195008 Ack=1350 Win=24576 Len=1368 TSval=81924920 TSecr=1864125205 [TCP segment of a reassembled PDU]"
"156","12.060132727","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=144392 Win=288640 Len=0 TSval=1864125238 TSecr=81924889 SLE=193640 SRE=196376 SLE=145760 SRE=171752"
"157","12.088704198","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=144392 Ack=1350 Win=24576 Len=1368 TSval=81924942 TSecr=1864125228"
"158","12.088825203","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=171752 Win=291328 Len=0 TSval=1864125268 TSecr=81924942 SLE=193640 SRE=196376"
"159","12.089412139","104.26.10.104","172.21.0.134","TCP","4170","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=171752 Ack=1350 Win=24576 Len=4104 TSval=81924942 TSecr=1864125228"
"160","12.089470573","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=175856 Win=299520 Len=0 TSval=1864125268 TSecr=81924942 SLE=193640 SRE=196376"
"161","12.089412489","104.26.10.104","172.21.0.134","TCP","9642","[TCP Retransmission] 443  >  44548 [ACK] Seq=175856 Ack=1350 Win=24576 Len=9576 TSval=81924952 TSecr=1864125237"
"162","12.089519057","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=185432 Win=318720 Len=0 TSval=1864125268 TSecr=81924952 SLE=193640 SRE=196376"
"163","12.090716509","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=185432 Ack=1350 Win=24576 Len=1368 TSval=81924952 TSecr=1864125237"
"164","12.090760067","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=186800 Win=321408 Len=0 TSval=1864125270 TSecr=81924952 SLE=193640 SRE=196376"
"165","12.091006281","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [ACK] Seq=186800 Ack=1350 Win=24576 Len=1368 TSval=81924952 TSecr=1864125237"
"166","12.091034618","172.21.0.134","104.26.10.104","TCP","78","44548  >  443 [ACK] Seq=1350 Ack=188168 Win=324224 Len=0 TSval=1864125270 TSecr=81924952 SLE=193640 SRE=196376"
"167","12.112692889","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [ACK] Seq=196376 Ack=1350 Win=24576 Len=1368 TSval=81924982 TSecr=1864125268 [TCP segment of a reassembled PDU]"
"168","12.112770160","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=188168 Win=326912 Len=0 TSval=1864125292 TSecr=81924952 SLE=193640 SRE=197744"
"169","12.120014851","104.26.10.104","172.21.0.134","TCP","1434","443  >  44548 [PSH, ACK] Seq=197744 Ack=1350 Win=24576 Len=1368 TSval=81924982 TSecr=1864125268 [TCP segment of a reassembled PDU]"
"170","12.120071337","172.21.0.134","104.26.10.104","TCP","78","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=188168 Win=329600 Len=0 TSval=1864125299 TSecr=81924952 SLE=193640 SRE=199112"
"171","12.121552381","104.26.10.104","172.21.0.134","TCP","4170","443  >  44548 [PSH, ACK] Seq=199112 Ack=1350 Win=24576 Len=4104 TSval=81924983 TSecr=1864125268 [TCP segment of a reassembled PDU]"
"172","12.121552607","104.26.10.104","172.21.0.134","TCP","2802","443  >  44548 [PSH, ACK] Seq=203216 Ack=1350 Win=24576 Len=2736 TSval=81924983 TSecr=1864125268 [TCP segment of a reassembled PDU]"
"173","12.121552698","104.26.10.104","172.21.0.134","SSLv2","2802","Encrypted Data, Continuation Data"
"174","12.121552789","104.26.10.104","172.21.0.134","TLSv1.3","2802","Continuation Data"
"175","12.121618668","104.26.10.104","172.21.0.134","TCP","1434","[TCP Previous segment not captured] 443  >  44548 [ACK] Seq=229208 Ack=1350 Win=24576 Len=1368 TSval=81924983 TSecr=1864125268"
"176","12.122030093","104.26.10.104","172.21.0.134","TLSv1.3","1434","Continuation Data"
"177","12.122349927","104.26.10.104","172.21.0.134","TLSv1.3","929","Continuation Data"
"178","12.122705854","172.21.0.134","104.26.10.104","TCP","86","[TCP Window Update] 44548  >  443 [ACK] Seq=1350 Ack=188168 Win=362496 Len=0 TSval=1864125301 TSecr=81924952 SLE=229208 SRE=232807 SLE=193640 SRE=211424"
"179","12.134917458","104.26.10.104","172.21.0.134","TCP","1434","[TCP Out-Of-Order] 443  >  44548 [ACK] Seq=188168 Ack=1350 Win=24576 Len=1368 TSval=81925006 TSecr=1864125292"
"180","12.134994767","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=189536 Win=365184 Len=0 TSval=1864125314 TSecr=81925006 SLE=229208 SRE=232807 SLE=193640 SRE=211424"
"181","12.150555621","104.26.10.104","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=189536 Ack=1350 Win=24576 Len=1368 TSval=81925006 TSecr=1864125292"
"182","12.150630730","172.21.0.134","104.26.10.104","TCP","86","44548  >  443 [ACK] Seq=1350 Ack=190904 Win=368000 Len=0 TSval=1864125329 TSecr=81925006 SLE=229208 SRE=232807 SLE=193640 SRE=211424"
"183","12.151094216","104.26.10.104","172.21.0.134","TCP","2802","[TCP Retransmission] 443  >  44548 [PSH, ACK] Seq=190904 Ack=1350 Win=24576 Len=2736 TSval=81925006 TSecr=1864125292"
