"No.","Time","Source","Destination","Protocol","Length","Info"
"120","1.077545653","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=9955 Ack=1 Win=501 Len=1368 TSval=1403224297 TSecr=4004728958 [TCP segment of a reassembled PDU]"
"121","1.077648243","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=11323 Win=10367 Len=0 TSval=4004729315 TSecr=1403224297"
"122","1.077899111","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"123","1.077956439","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=11377 Win=10383 Len=0 TSval=4004729315 TSecr=1403224297"
"124","1.329434135","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"125","1.329535631","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=12799 Win=10372 Len=0 TSval=4004729567 TSecr=1403224557"
"143","1.636359169","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"144","1.636484138","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=14221 Win=10363 Len=0 TSval=4004729874 TSecr=1403224796"
"145","1.841279985","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"146","1.841361211","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=15643 Win=10363 Len=0 TSval=4004730078 TSecr=1403225030"
"147","2.046214112","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"148","2.046321248","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=17065 Win=10363 Len=0 TSval=4004730283 TSecr=1403225269"
"149","2.353207357","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"150","2.353305184","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=18487 Win=10363 Len=0 TSval=4004730590 TSecr=1403225508"
"151","2.558399715","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"152","2.558529566","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=19909 Win=10363 Len=0 TSval=4004730796 TSecr=1403225759"
"153","2.865738442","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"154","2.865829030","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=21331 Win=10363 Len=0 TSval=4004731103 TSecr=1403226019"
"155","3.071107683","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"156","3.071215288","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=22753 Win=10363 Len=0 TSval=4004731308 TSecr=1403226273"
"179","3.381657537","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"188","3.381731938","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=24175 Win=10363 Len=0 TSval=4004731619 TSecr=1403226529"
"206","3.584547980","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"215","3.584644782","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=25597 Win=10363 Len=0 TSval=4004731822 TSecr=1403226759"
"222","3.786675015","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"223","3.786779902","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=27019 Win=10363 Len=0 TSval=4004732024 TSecr=1403227010"
"225","4.095467584","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"226","4.095556100","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=28441 Win=10363 Len=0 TSval=4004732333 TSecr=1403227254"
"234","4.299754204","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"235","4.299852001","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=29863 Win=10363 Len=0 TSval=4004732537 TSecr=1403227466"
"251","4.506462150","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"252","4.506534675","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=31285 Win=10363 Len=0 TSval=4004732744 TSecr=1403227724"
"325","4.810723094","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"326","4.810821447","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=32707 Win=10363 Len=0 TSval=4004733048 TSecr=1403227979"
"327","5.118363931","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"328","5.118494462","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=34129 Win=10363 Len=0 TSval=4004733356 TSecr=1403228217"
"329","5.323748779","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"330","5.323843574","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=35551 Win=10363 Len=0 TSval=4004733561 TSecr=1403228457"
"331","5.528060037","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"332","5.528165937","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=36973 Win=10363 Len=0 TSval=4004733765 TSecr=1403228689"
"333","5.732652843","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"334","5.732755122","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=38395 Win=10363 Len=0 TSval=4004733970 TSecr=1403228927"
"337","5.940600692","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"338","5.940689462","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=39817 Win=10363 Len=0 TSval=4004734178 TSecr=1403229172"
"525","6.458587266","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"526","6.458587587","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"527","6.458660232","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=41239 Win=10363 Len=0 TSval=4004734696 TSecr=1403229409"
"528","6.458703313","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=42661 Win=10352 Len=0 TSval=4004734696 TSecr=1403229634"
"529","6.465197123","88.99.245.8","172.21.0.134","TCP","120","[TCP Spurious Retransmission] 443  >  52454 [PSH, ACK] Seq=42607 Ack=1 Win=501 Len=54 TSval=1403229757 TSecr=4004734178"
"530","6.465240460","172.21.0.134","88.99.245.8","TCP","78","[TCP Window Update] 52454  >  443 [ACK] Seq=1 Ack=42661 Win=10386 Len=0 TSval=4004734702 TSecr=1403229757 SLE=42607 SRE=42661"
"531","6.654022623","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"532","6.654122619","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=44083 Win=10375 Len=0 TSval=4004734891 TSecr=1403229871"
"533","6.961275464","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"534","6.961403452","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=45505 Win=10364 Len=0 TSval=4004735198 TSecr=1403230131"
"535","7.165985414","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"536","7.166091790","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=46927 Win=10363 Len=0 TSval=4004735403 TSecr=1403230362"
"537","7.473323067","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"538","7.473323544","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"539","7.473433908","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=48349 Win=10363 Len=0 TSval=4004735710 TSecr=1403230582"
"540","7.473492305","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=49771 Win=10352 Len=0 TSval=4004735711 TSecr=1403230614"
"542","7.678164466","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"543","7.678250506","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=51193 Win=10363 Len=0 TSval=4004735915 TSecr=1403230823"
"544","7.985191535","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"545","7.985289785","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=52615 Win=10363 Len=0 TSval=4004736222 TSecr=1403231085"
"546","8.091203624","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=52615 Ack=1 Win=501 Len=1368 TSval=1403231330 TSecr=4004736222 [TCP segment of a reassembled PDU]"
"547","8.091309005","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=53983 Win=10367 Len=0 TSval=4004736328 TSecr=1403231330"
"548","8.091756315","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"549","8.091816493","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=54037 Win=10383 Len=0 TSval=4004736329 TSecr=1403231330"
"550","8.394815665","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"551","8.394903716","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=55459 Win=10372 Len=0 TSval=4004736632 TSecr=1403231583"
"553","8.702361987","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"554","8.702488127","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=56881 Win=10363 Len=0 TSval=4004736940 TSecr=1403231849"
"556","8.907088361","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"557","8.907176085","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=58303 Win=10363 Len=0 TSval=4004737144 TSecr=1403232069"
"562","9.112374170","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"563","9.112496449","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=59725 Win=10363 Len=0 TSval=4004737350 TSecr=1403232323"
"567","9.389992479","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"568","9.390068575","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=61147 Win=10363 Len=0 TSval=4004737627 TSecr=1403232554"
"577","9.565494205","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=61147 Ack=1 Win=501 Len=1368 TSval=1403232799 TSecr=4004737627 [TCP segment of a reassembled PDU]"
"578","9.565590092","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=62515 Win=10367 Len=0 TSval=4004737803 TSecr=1403232799"
"579","9.566491682","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"580","9.566551453","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=62569 Win=10383 Len=0 TSval=4004737804 TSecr=1403232799"
"584","9.829887964","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"585","9.829972641","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=63991 Win=10372 Len=0 TSval=4004738067 TSecr=1403233062"
"589","10.136734387","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"590","10.136799157","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=65413 Win=10363 Len=0 TSval=4004738374 TSecr=1403233294"
"594","10.342049749","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"595","10.342139870","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=66835 Win=10363 Len=0 TSval=4004738579 TSecr=1403233532"
"596","10.545701674","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"597","10.545783480","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=68257 Win=10363 Len=0 TSval=4004738783 TSecr=1403233772"
"603","10.853589481","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"604","10.853689723","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=69679 Win=10363 Len=0 TSval=4004739091 TSecr=1403233974"
"606","11.057490282","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"608","11.057581735","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=71101 Win=10363 Len=0 TSval=4004739295 TSecr=1403234252"
"613","11.262158443","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"614","11.262244913","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=72523 Win=10363 Len=0 TSval=4004739499 TSecr=1403234493"
"617","11.569335604","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"618","11.569455059","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=73945 Win=10363 Len=0 TSval=4004739806 TSecr=1403234724"
"621","11.774209126","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"622","11.774318421","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=75367 Win=10363 Len=0 TSval=4004740011 TSecr=1403234956"
"625","11.978943528","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"626","11.979023918","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=76789 Win=10363 Len=0 TSval=4004740216 TSecr=1403235187"
"628","12.286155576","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"629","12.286256040","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=78211 Win=10363 Len=0 TSval=4004740523 TSecr=1403235435"
"630","12.492737567","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"631","12.492836872","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=79633 Win=10363 Len=0 TSval=4004740730 TSecr=1403235661"
"634","12.798227136","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"635","12.798334625","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=81055 Win=10363 Len=0 TSval=4004741035 TSecr=1403235924"
"705","13.112564216","88.99.245.8","172.21.0.134","TCP","120","[TCP Previous segment not captured] 443  >  52454 [PSH, ACK] Seq=82423 Ack=1 Win=501 Len=54 TSval=1403236166 TSecr=4004741035"
"706","13.112631441","172.21.0.134","88.99.245.8","TCP","78","[TCP Window Update] 52454  >  443 [ACK] Seq=1 Ack=81055 Win=10383 Len=0 TSval=4004741350 TSecr=1403235924 SLE=82423 SRE=82477"
"781","13.414459193","88.99.245.8","172.21.0.134","TCP","1434","[TCP Retransmission] 443  >  52454 [ACK] Seq=81055 Ack=1 Win=501 Len=1368 TSval=1403236166 TSecr=4004741035"
"782","13.414459674","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"783","13.414459778","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=83845 Ack=1 Win=501 Len=54 TSval=1403236517 TSecr=4004741035"
"784","13.414566775","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=82477 Win=10372 Len=0 TSval=4004741652 TSecr=1403236166"
"785","13.414621536","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=83899 Win=10361 Len=0 TSval=4004741652 TSecr=1403236430"
"786","13.414636686","172.21.0.134","88.99.245.8","TCP","78","[TCP Dup ACK 785#1] 52454  >  443 [ACK] Seq=1 Ack=83899 Win=10361 Len=0 TSval=4004741652 TSecr=1403236517 SLE=83845 SRE=83899"
"787","13.435820122","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=83899 Ack=1 Win=501 Len=1368 TSval=1403236665 TSecr=4004741350 [TCP segment of a reassembled PDU]"
"788","13.435917668","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=85267 Win=10367 Len=0 TSval=4004741673 TSecr=1403236665"
"789","13.437553919","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"790","13.437652877","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=85321 Win=10383 Len=0 TSval=4004741675 TSecr=1403236665"
"792","13.720112036","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"793","13.720212367","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=86743 Win=10372 Len=0 TSval=4004741957 TSecr=1403236907"
"795","14.027012191","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"796","14.027119057","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=88165 Win=10363 Len=0 TSval=4004742264 TSecr=1403237166"
"797","14.027372234","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=88165 Ack=1 Win=501 Len=1368 TSval=1403237210 TSecr=4004741957 [TCP segment of a reassembled PDU]"
"798","14.027454768","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=89533 Win=10367 Len=0 TSval=4004742264 TSecr=1403237210"
"799","14.027512967","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"800","14.027556829","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=89587 Win=10367 Len=0 TSval=4004742265 TSecr=1403237210"
"802","14.232783983","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"803","14.232892385","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=91009 Win=10363 Len=0 TSval=4004742470 TSecr=1403237391"
"804","14.436615959","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"805","14.436718165","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=92431 Win=10363 Len=0 TSval=4004742674 TSecr=1403237660"
"807","14.744465544","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"808","14.744575406","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=93853 Win=10363 Len=0 TSval=4004742982 TSecr=1403237893"
"812","14.949853127","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"813","14.949935074","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=95275 Win=10363 Len=0 TSval=4004743187 TSecr=1403238143"
"817","15.154226922","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"818","15.154291989","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=96697 Win=10363 Len=0 TSval=4004743391 TSecr=1403238385"
"823","15.460623209","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"824","15.460714973","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=98119 Win=10363 Len=0 TSval=4004743698 TSecr=1403238624"
"827","15.665959899","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"828","15.666046964","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=99541 Win=10363 Len=0 TSval=4004743903 TSecr=1403238856"
"830","15.870378875","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"831","15.870504785","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=100963 Win=10363 Len=0 TSval=4004744108 TSecr=1403239071"
"838","16.115267080","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=100963 Ack=1 Win=501 Len=1368 TSval=1403239347 TSecr=4004744108 [TCP segment of a reassembled PDU]"
"839","16.115352868","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=102331 Win=10367 Len=0 TSval=4004744352 TSecr=1403239347"
"840","16.115434029","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"841","16.115465806","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=102385 Win=10367 Len=0 TSval=4004744353 TSecr=1403239347"
"851","16.382521137","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"852","16.382604880","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=103807 Win=10363 Len=0 TSval=4004744620 TSecr=1403239582"
"856","16.587528113","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"857","16.587607882","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=105229 Win=10363 Len=0 TSval=4004744825 TSecr=1403239786"
"861","16.894576708","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"862","16.894674735","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=106651 Win=10363 Len=0 TSval=4004745132 TSecr=1403240053"
"864","17.098955178","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"865","17.099072218","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=108073 Win=10363 Len=0 TSval=4004745336 TSecr=1403240312"
"868","17.408009492","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=108073 Ack=1 Win=501 Len=1368 TSval=1403240546 TSecr=4004745336 [TCP segment of a reassembled PDU]"
"869","17.408106794","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=109441 Win=10367 Len=0 TSval=4004745645 TSecr=1403240546"
"870","17.409068433","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"871","17.409131070","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=109495 Win=10383 Len=0 TSval=4004745646 TSecr=1403240546"
"873","17.611529369","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"874","17.611605223","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=110917 Win=10372 Len=0 TSval=4004745849 TSecr=1403240787"
"879","17.815731670","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"880","17.815838319","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=112339 Win=10363 Len=0 TSval=4004746053 TSecr=1403241033"
"883","18.122870802","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"884","18.122971996","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=113761 Win=10363 Len=0 TSval=4004746360 TSecr=1403241283"
"887","18.329063671","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"888","18.329150686","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=115183 Win=10363 Len=0 TSval=4004746566 TSecr=1403241539"
"889","18.635594614","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"890","18.635695992","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=116605 Win=10363 Len=0 TSval=4004746873 TSecr=1403241776"
"892","18.840624963","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"893","18.840730030","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=118027 Win=10363 Len=0 TSval=4004747078 TSecr=1403242026"
"895","19.045029322","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"896","19.045113603","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=119449 Win=10363 Len=0 TSval=4004747282 TSecr=1403242241"
"902","19.352024194","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"903","19.352126459","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=120871 Win=10363 Len=0 TSval=4004747589 TSecr=1403242509"
"904","19.557534028","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"905","19.557655252","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=122293 Win=10363 Len=0 TSval=4004747795 TSecr=1403242736"
"907","19.761937157","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"908","19.761999394","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=123715 Win=10363 Len=0 TSval=4004747999 TSecr=1403242951"
"910","20.070360788","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"911","20.070481204","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=125137 Win=10363 Len=0 TSval=4004748308 TSecr=1403243227"
"913","20.274492706","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"914","20.274564493","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=126559 Win=10363 Len=0 TSval=4004748512 TSecr=1403243462"
"916","20.682943600","88.99.245.8","172.21.0.134","TLSv1.2","1488","[TCP Previous segment not captured] , Application Data"
"917","20.683038792","172.21.0.134","88.99.245.8","TCP","78","[TCP Dup ACK 914#1] 52454  >  443 [ACK] Seq=1 Ack=126559 Win=10363 Len=0 TSval=4004748920 TSecr=1403243462 SLE=127981 SRE=129403"
