"No.","Time","Source","Destination","Protocol","Length","Info","dest","sourc"
"4763","47.040652","127.0.0.1","127.0.0.1","UDP","1584","8081  >  8080 Len=1552","8080","8081"
"4790","47.305167","127.0.0.1","127.0.0.1","UDP","1554","8081  >  8080 Len=1522","8080","8081"
"4815","47.569038","127.0.0.1","127.0.0.1","UDP","1033","8081  >  8080 Len=1001","8080","8081"
"4832","47.772287","127.0.0.1","127.0.0.1","UDP","1506","8081  >  8080 Len=1474","8080","8081"
"4857","47.993780","127.0.0.1","127.0.0.1","UDP","1524","8081  >  8080 Len=1492","8080","8081"
"4874","48.211731","127.0.0.1","127.0.0.1","UDP","1565","8081  >  8080 Len=1533","8080","8081"
"4901","48.428671","127.0.0.1","127.0.0.1","UDP","1438","8081  >  8080 Len=1406","8080","8081"
"4918","48.645581","127.0.0.1","127.0.0.1","UDP","1522","8081  >  8080 Len=1490","8080","8081"
"4938","48.867469","127.0.0.1","127.0.0.1","UDP","1519","8081  >  8080 Len=1487","8080","8081"
"4997","49.425667","127.0.0.1","127.0.0.1","UDP","1290","8081  >  8080 Len=1258","8080","8081"
"5014","49.648853","127.0.0.1","127.0.0.1","UDP","1648","8081  >  8080 Len=1616","8080","8081"
"5033","49.896381","127.0.0.1","127.0.0.1","UDP","1445","8081  >  8080 Len=1413","8080","8081"
"5058","50.130335","127.0.0.1","127.0.0.1","UDP","1351","8081  >  8080 Len=1319","8080","8081"
"5079","50.349507","127.0.0.1","127.0.0.1","UDP","1635","8081  >  8080 Len=1603","8080","8081"
"5104","50.549360","127.0.0.1","127.0.0.1","UDP","1512","8081  >  8080 Len=1480","8080","8081"
"5121","50.767100","127.0.0.1","127.0.0.1","UDP","1598","8081  >  8080 Len=1566","8080","8081"
"5156","51.044645","127.0.0.1","127.0.0.1","UDP","1574","8081  >  8080 Len=1542","8080","8081"
"5165","51.173568","127.0.0.1","127.0.0.1","UDP","1523","8081  >  8080 Len=1491","8080","8081"
"5202","51.529046","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"5234","51.778098","127.0.0.1","127.0.0.1","UDP","1522","8081  >  8080 Len=1490","8080","8081"
"5261","52.025449","127.0.0.1","127.0.0.1","UDP","1234","8081  >  8080 Len=1202","8080","8081"
"5270","52.182235","127.0.0.1","127.0.0.1","UDP","1518","8081  >  8080 Len=1486","8080","8081"
"5291","52.398989","127.0.0.1","127.0.0.1","UDP","1504","8081  >  8080 Len=1472","8080","8081"
"5324","52.728024","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"5343","52.960909","127.0.0.1","127.0.0.1","UDP","1791","8081  >  8080 Len=1759","8080","8081"
"5368","53.180548","127.0.0.1","127.0.0.1","UDP","1565","8081  >  8080 Len=1533","8080","8081"
"5395","53.413091","127.0.0.1","127.0.0.1","UDP","1538","8081  >  8080 Len=1506","8080","8081"
"5420","53.628111","127.0.0.1","127.0.0.1","UDP","2147","8081  >  8080 Len=2115","8080","8081"
"5437","53.850075","127.0.0.1","127.0.0.1","UDP","1682","8081  >  8080 Len=1650","8080","8081"
"5472","54.210521","127.0.0.1","127.0.0.1","UDP","1152","8081  >  8080 Len=1120","8080","8081"
"5493","54.427828","127.0.0.1","127.0.0.1","UDP","1612","8081  >  8080 Len=1580","8080","8081"
"5518","54.643556","127.0.0.1","127.0.0.1","UDP","1518","8081  >  8080 Len=1486","8080","8081"
"5519","54.673222","127.0.0.1","127.0.0.1","UDP","1478","8081  >  8080 Len=1446","8080","8081"
"5538","54.905069","127.0.0.1","127.0.0.1","UDP","1500","8081  >  8080 Len=1468","8080","8081"
"5563","55.107034","127.0.0.1","127.0.0.1","UDP","1561","8081  >  8080 Len=1529","8080","8081"
"5580","55.260601","127.0.0.1","127.0.0.1","UDP","1765","8081  >  8080 Len=1733","8080","8081"
"5637","55.600928","127.0.0.1","127.0.0.1","UDP","1724","8081  >  8080 Len=1692","8080","8081"
"5654","55.821142","127.0.0.1","127.0.0.1","UDP","617","8081  >  8080 Len=585","8080","8081"
"5681","56.052468","127.0.0.1","127.0.0.1","UDP","1503","8081  >  8080 Len=1471","8080","8081"
"5706","56.379945","127.0.0.1","127.0.0.1","UDP","1470","8081  >  8080 Len=1438","8080","8081"
"5741","56.722857","127.0.0.1","127.0.0.1","UDP","1518","8081  >  8080 Len=1486","8080","8081"
"5783","57.178198","127.0.0.1","127.0.0.1","UDP","1307","8081  >  8080 Len=1275","8080","8081"
"5800","57.408906","127.0.0.1","127.0.0.1","UDP","1457","8081  >  8080 Len=1425","8080","8081"
"5827","57.641452","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"5854","57.961230","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"5879","58.178739","127.0.0.1","127.0.0.1","UDP","1338","8081  >  8080 Len=1306","8080","8081"
"5896","58.412976","127.0.0.1","127.0.0.1","UDP","1489","8081  >  8080 Len=1457","8080","8081"
"5923","58.625480","127.0.0.1","127.0.0.1","UDP","1523","8081  >  8080 Len=1491","8080","8081"
"5964","58.843021","127.0.0.1","127.0.0.1","UDP","1271","8081  >  8080 Len=1239","8080","8081"
"5983","59.062762","127.0.0.1","127.0.0.1","UDP","1602","8081  >  8080 Len=1570","8080","8081"
"6016","59.294744","127.0.0.1","127.0.0.1","UDP","1519","8081  >  8080 Len=1487","8080","8081"
"6025","59.436930","127.0.0.1","127.0.0.1","UDP","1579","8081  >  8080 Len=1547","8080","8081"
"6054","59.650760","127.0.0.1","127.0.0.1","UDP","1521","8081  >  8080 Len=1489","8080","8081"
"6071","59.855058","127.0.0.1","127.0.0.1","UDP","1551","8081  >  8080 Len=1519","8080","8081"
"6090","60.104741","127.0.0.1","127.0.0.1","UDP","1521","8081  >  8080 Len=1489","8080","8081"
"6115","60.324836","127.0.0.1","127.0.0.1","UDP","1499","8081  >  8080 Len=1467","8080","8081"
"6134","60.546430","127.0.0.1","127.0.0.1","UDP","562","8081  >  8080 Len=530","8080","8081"
"6159","60.729997","127.0.0.1","127.0.0.1","UDP","1545","8081  >  8080 Len=1513","8080","8081"
"6176","60.948181","127.0.0.1","127.0.0.1","UDP","1518","8081  >  8080 Len=1486","8080","8081"
"6187","61.135169","127.0.0.1","127.0.0.1","UDP","710","8081  >  8080 Len=678","8080","8081"
"6212","61.353709","127.0.0.1","127.0.0.1","UDP","2013","8081  >  8080 Len=1981","8080","8081"
"6233","61.555216","127.0.0.1","127.0.0.1","UDP","1521","8081  >  8080 Len=1489","8080","8081"
"6260","61.772154","127.0.0.1","127.0.0.1","UDP","1722","8081  >  8080 Len=1690","8080","8081"
"6319","62.436428","127.0.0.1","127.0.0.1","UDP","1503","8081  >  8080 Len=1471","8080","8081"
"6338","62.654271","127.0.0.1","127.0.0.1","UDP","1755","8081  >  8080 Len=1723","8080","8081"
"6363","62.874199","127.0.0.1","127.0.0.1","UDP","1535","8081  >  8080 Len=1503","8080","8081"
"6382","63.106330","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"6415","63.400865","127.0.0.1","127.0.0.1","UDP","1592","8081  >  8080 Len=1560","8080","8081"
"6424","63.494568","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"6437","63.557351","127.0.0.1","127.0.0.1","UDP","1362","8081  >  8080 Len=1330","8080","8081"
"6470","63.950824","127.0.0.1","127.0.0.1","UDP","1451","8081  >  8080 Len=1419","8080","8081"
"6489","64.200890","127.0.0.1","127.0.0.1","UDP","1506","8081  >  8080 Len=1474","8080","8081"
"6536","64.404141","127.0.0.1","127.0.0.1","UDP","1489","8081  >  8080 Len=1457","8080","8081"
"6613","65.230871","127.0.0.1","127.0.0.1","UDP","1684","8081  >  8080 Len=1652","8080","8081"
"6630","65.321829","127.0.0.1","127.0.0.1","UDP","1482","8081  >  8080 Len=1450","8080","8081"
"6647","65.541223","127.0.0.1","127.0.0.1","UDP","1804","8081  >  8080 Len=1772","8080","8081"
"6666","65.756496","127.0.0.1","127.0.0.1","UDP","1500","8081  >  8080 Len=1468","8080","8081"
"6699","66.111317","127.0.0.1","127.0.0.1","UDP","1564","8081  >  8080 Len=1532","8080","8081"
"6708","66.191294","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"6709","66.255199","127.0.0.1","127.0.0.1","UDP","1456","8081  >  8080 Len=1424","8080","8081"
"6734","66.490932","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"6769","66.787991","127.0.0.1","127.0.0.1","UDP","1527","8081  >  8080 Len=1495","8080","8081"
"6786","67.018914","127.0.0.1","127.0.0.1","UDP","1519","8081  >  8080 Len=1487","8080","8081"
"6805","67.236531","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"6838","67.517107","127.0.0.1","127.0.0.1","UDP","1519","8081  >  8080 Len=1487","8080","8081"
"6857","67.730809","127.0.0.1","127.0.0.1","UDP","495","8081  >  8080 Len=463","8080","8081"
"6900","68.210219","127.0.0.1","127.0.0.1","UDP","1526","8081  >  8080 Len=1494","8080","8081"
"6933","68.458284","127.0.0.1","127.0.0.1","UDP","1515","8081  >  8080 Len=1483","8080","8081"
"6934","68.504070","127.0.0.1","127.0.0.1","UDP","1539","8081  >  8080 Len=1507","8080","8081"
"6943","68.564732","127.0.0.1","127.0.0.1","UDP","1539","8081  >  8080 Len=1507","8080","8081"
"7056","69.777663","127.0.0.1","127.0.0.1","UDP","1572","8081  >  8080 Len=1540","8080","8081"
"7073","69.922003","127.0.0.1","127.0.0.1","UDP","1743","8081  >  8080 Len=1711","8080","8081"
"7090","70.153776","127.0.0.1","127.0.0.1","UDP","1540","8081  >  8080 Len=1508","8080","8081"
"7117","70.374393","127.0.0.1","127.0.0.1","UDP","1377","8081  >  8080 Len=1345","8080","8081"
"7134","70.588665","127.0.0.1","127.0.0.1","UDP","1433","8081  >  8080 Len=1401","8080","8081"
"7154","70.775458","127.0.0.1","127.0.0.1","UDP","1491","8081  >  8080 Len=1459","8080","8081"
"7179","71.023699","127.0.0.1","127.0.0.1","UDP","1498","8081  >  8080 Len=1466","8080","8081"
"7198","71.272130","127.0.0.1","127.0.0.1","UDP","1515","8081  >  8080 Len=1483","8080","8081"
"7223","71.455455","127.0.0.1","127.0.0.1","UDP","1401","8081  >  8080 Len=1369","8080","8081"
"7240","71.676248","127.0.0.1","127.0.0.1","UDP","1503","8081  >  8080 Len=1471","8080","8081"
"7251","71.817313","127.0.0.1","127.0.0.1","UDP","1400","8081  >  8080 Len=1368","8080","8081"
"7288","72.109666","127.0.0.1","127.0.0.1","UDP","801","8081  >  8080 Len=769","8080","8081"
"7315","72.403244","127.0.0.1","127.0.0.1","UDP","2195","8081  >  8080 Len=2163","8080","8081"
"7332","72.543820","127.0.0.1","127.0.0.1","UDP","1566","8081  >  8080 Len=1534","8080","8081"
"7353","72.763161","127.0.0.1","127.0.0.1","UDP","1521","8081  >  8080 Len=1489","8080","8081"
"7390","73.093227","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"7399","73.233993","127.0.0.1","127.0.0.1","UDP","1702","8081  >  8080 Len=1670","8080","8081"
"7440","73.371991","127.0.0.1","127.0.0.1","UDP","1889","8081  >  8080 Len=1857","8080","8081"
"7457","73.478876","127.0.0.1","127.0.0.1","UDP","1003","8081  >  8080 Len=971","8080","8081"
"7474","73.701169","127.0.0.1","127.0.0.1","UDP","1510","8081  >  8080 Len=1478","8080","8081"
"7521","74.213068","127.0.0.1","127.0.0.1","UDP","1607","8081  >  8080 Len=1575","8080","8081"
"7540","74.431282","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"7565","74.653115","127.0.0.1","127.0.0.1","UDP","1379","8081  >  8080 Len=1347","8080","8081"
"7584","74.866802","127.0.0.1","127.0.0.1","UDP","604","8081  >  8080 Len=572","8080","8081"
"7609","75.082297","127.0.0.1","127.0.0.1","UDP","1007","8081  >  8080 Len=975","8080","8081"
"7670","75.738233","127.0.0.1","127.0.0.1","UDP","1503","8081  >  8080 Len=1471","8080","8081"
"7713","76.106079","127.0.0.1","127.0.0.1","UDP","582","8081  >  8080 Len=550","8080","8081"
"7730","76.295105","127.0.0.1","127.0.0.1","UDP","1673","8081  >  8080 Len=1641","8080","8081"
"7757","76.531353","127.0.0.1","127.0.0.1","UDP","1524","8081  >  8080 Len=1492","8080","8081"
"7776","76.731575","127.0.0.1","127.0.0.1","UDP","596","8081  >  8080 Len=564","8080","8081"
"7795","76.950915","127.0.0.1","127.0.0.1","UDP","2308","8081  >  8080 Len=2276","8080","8081"
"7812","77.123531","127.0.0.1","127.0.0.1","UDP","4379","8081  >  8080 Len=4347","8080","8081"
"7831","77.340988","127.0.0.1","127.0.0.1","UDP","1691","8081  >  8080 Len=1659","8080","8081"
"7872","77.791733","127.0.0.1","127.0.0.1","UDP","1522","8081  >  8080 Len=1490","8080","8081"
"7909","78.087354","127.0.0.1","127.0.0.1","UDP","1193","8081  >  8080 Len=1161","8080","8081"
"7926","78.305599","127.0.0.1","127.0.0.1","UDP","1511","8081  >  8080 Len=1479","8080","8081"
"7945","78.473750","127.0.0.1","127.0.0.1","UDP","5652","8081  >  8080 Len=5620","8080","8081"
"7970","78.697326","127.0.0.1","127.0.0.1","UDP","99","8081  >  8080 Len=67","8080","8081"
"7981","78.897973","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"8007","79.099985","127.0.0.1","127.0.0.1","UDP","1504","8081  >  8080 Len=1472","8080","8081"
"8042","79.504124","127.0.0.1","127.0.0.1","UDP","1512","8081  >  8080 Len=1480","8080","8081"
"8059","79.663328","127.0.0.1","127.0.0.1","UDP","777","8081  >  8080 Len=745","8080","8081"
"8089","79.986454","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"8114","80.191500","127.0.0.1","127.0.0.1","UDP","1372","8081  >  8080 Len=1340","8080","8081"
"8143","80.533497","127.0.0.1","127.0.0.1","UDP","1453","8081  >  8080 Len=1421","8080","8081"
"8186","80.952641","127.0.0.1","127.0.0.1","UDP","448","8081  >  8080 Len=416","8080","8081"
"8187","80.969043","127.0.0.1","127.0.0.1","UDP","1274","8081  >  8080 Len=1242","8080","8081"
"8212","81.188774","127.0.0.1","127.0.0.1","UDP","1472","8081  >  8080 Len=1440","8080","8081"
"8230","81.405379","127.0.0.1","127.0.0.1","UDP","1528","8081  >  8080 Len=1496","8080","8081"
"8249","81.621608","127.0.0.1","127.0.0.1","UDP","1550","8081  >  8080 Len=1518","8080","8081"
"8274","81.843278","127.0.0.1","127.0.0.1","UDP","1209","8081  >  8080 Len=1177","8080","8081"
"8296","82.056622","127.0.0.1","127.0.0.1","UDP","1437","8081  >  8080 Len=1405","8080","8081"
"8321","82.260777","127.0.0.1","127.0.0.1","UDP","1567","8081  >  8080 Len=1535","8080","8081"
"8362","82.494805","127.0.0.1","127.0.0.1","UDP","2177","8081  >  8080 Len=2145","8080","8081"
"8379","82.665472","127.0.0.1","127.0.0.1","UDP","2342","8081  >  8080 Len=2310","8080","8081"
"8415","83.022700","127.0.0.1","127.0.0.1","UDP","1823","8081  >  8080 Len=1791","8080","8081"
"8432","83.164721","127.0.0.1","127.0.0.1","UDP","1594","8081  >  8080 Len=1562","8080","8081"
"8457","83.381897","127.0.0.1","127.0.0.1","UDP","1491","8081  >  8080 Len=1459","8080","8081"
"8477","83.597776","127.0.0.1","127.0.0.1","UDP","1387","8081  >  8080 Len=1355","8080","8081"
"8502","83.860489","127.0.0.1","127.0.0.1","UDP","1520","8081  >  8080 Len=1488","8080","8081"
"8521","84.079107","127.0.0.1","127.0.0.1","UDP","1443","8081  >  8080 Len=1411","8080","8081"
"8547","84.325110","127.0.0.1","127.0.0.1","UDP","1917","8081  >  8080 Len=1885","8080","8081"
"8564","84.545589","127.0.0.1","127.0.0.1","UDP","32","8081  >  8080 Len=0","8080","8081"
"8590","84.781845","127.0.0.1","127.0.0.1","UDP","1549","8081  >  8080 Len=1517","8080","8081"
